id,stage_name,full_name,date_of_birth,birthplace,group_id,country_id,gender,weight,height
2012,Samder,Tender Sammet,1999-12-24,Bissau,66139,71,M,55,175
2013,Jofie,Diffie Jolly,1999-8-18,Dodoma,86522,174,F,45,158
2014,Frieguly,Friendly Ganguly,1996-10-23,Maseru,13991,97,M,65,179
2015,Compulis,Competent Margulis,2000-3-10,Lilongwe,55141,105,M,60,174
2016,Aryaetent,Aryabhata Competent,2007-10-19,Singapore,62389,157,F,50,164
2017,Roenlant,Gallant Roentgen,2002-3-29,Skopje,31683,103,F,43,161
2018,Noeless,Priceless Nobel,1995-2-25,Port-of-Spain,66520,178,M,56,170
2019,Galerman,Gallant Lichterman,2004-7-1,Praia,50310,32,M,60,175
2020,Brahmrsing,Brahmagupta Recursing,2001-12-13,Helsinki,91314,60,M,61,173
2021,Banstic,Elastic Banach,2007-2-15,Beijing,82123,36,M,59,174
2022,Unruinci,Davinci Unruffled,2005-4-7,Windhoek,68640,122,M,58,176
2023,Wilting,Exciting Wilbur,2008-7-8,Kigali,43808,145,F,43,159
2024,Lamaxed,Relaxed Lamport,2007-7-28,New Delhi,8377,77,F,48,165
2025,Galatic,Galileo Ecstatic,2005-5-29,Warsaw,100374,140,F,52,160
2026,Hopsty,Frosty Hopper,1995-12-26,Seoul,1424,91,F,50,161
2027,Truserjee,Trusting Chatterjee,2007-2-26,Niamey,8577,128,F,49,159
2028,Lovden,Colden Loving,2003-3-20,Addis Ababa,77540,58,M,59,177
2029,Cartwic,Cartwright Epic,2002-6-19,Suva,58054,59,F,54,162
2030,Flambdeen,Bardeen Flamboyant,1998-11-1,Ashgabat,42243,181,F,53,163
2031,Poinhing,Poincare Laughing,2007-12-17,Ottawa,74888,31,M,60,178
2032,Eabage,Babbage Eager,2006-3-25,Ashgabat,53482,181,M,63,179
2033,Jeprsing,Jepsen Recursing,2001-8-12,Luxembourg,43587,102,M,61,180
2034,Nostrtz,Nostalgic Hertz,1998-9-26,Manila,94700,139,M,60,182
2035,Kapcending,Condescending Kapitsa,2004-8-1,Accra,78281,66,F,53,169
2036,Heltical,Hellman Practical,2006-12-20,Nuku’alofa,27449,177,F,44,155
2037,Haslant,Gallant Haslett,2006-12-24,Minsk,726,16,F,42,165
2038,Youtles,Wiles Youthful,2000-4-5,Kathmandu,88481,124,F,50,155
2039,Ptoest,Modest Ptolemy,1995-4-25,Maputo,17169,120,F,50,170
2040,Mystites,Gates Mystifying,2001-12-11,Bridgetown,87787,15,F,49,168
2041,Maxeet,Sweet Maxwell,2008-9-2,Riyadh,52563,152,M,57,179
2042,Strberg,Goldberg Strange,1995-1-21,Niamey,64815,128,M,64,183
2043,Berdly,Bell Wizardly,1997-11-20,Doha,49161,142,M,57,182
2044,Poiic,Epic Poitras,2004-10-25,Palikir,63590,114,F,47,169
2045,Johligent,Intelligent Johnson,2008-2-5,Port Louis,44895,112,M,62,177
2046,Boing,Loving Borg,1995-7-24,Port Moresby ,55034,136,M,59,172
2047,Pahing,Laughing Payne,2003-8-11,Castries,38455,147,F,51,158
2048,Shaaxed,Relaxed Shamir,2008-7-3,Brasilia,9044,24,F,47,156
2049,Strion,Elion Strange,2003-11-21,Copenhagen,81572,47,F,53,168
2050,Visvesatic,Ecstatic Visvesvaraya,1995-7-28,Ouagadougou,27478,27,F,43,160
2051,Nauulty,Naughty Mcnulty,1999-8-19,Athens,7030,67,F,44,167
2052,Musion,Musing Elion,1997-4-12,Oslo,34731,130,F,50,168
2053,Lovestic,Lovelace Elastic,2002-9-17,Thimphu,97963,20,F,53,157
2054,Upbaum,Upbeat Chaum,2007-7-14,Damascus,8361,171,M,56,170
2055,Stupkburn,Blackburn Stupefied,2008-8-17,Antananarivo,98857,104,F,42,170
2056,Objeton,Objective Newton,2008-2-16,Kuwait City,90448,92,M,64,173
2057,Grison,Jemison Great,1995-3-18,Damascus,7913,171,F,53,168
2058,Shaming,Shannon Charming,2002-2-4,Tirane,66028,2,M,62,172
2059,Epstel,Epic Feistel,1998-4-14,Port Moresby ,30813,136,M,58,177
2060,Musre,Musing Pare,1999-10-19,Port-Vila,10715,190,M,61,172
2061,Pricman,Priceless Bouman,2004-1-27,Bissau,98097,71,M,62,179
2062,Poinntic,Poincare Pedantic,1997-6-15,Guatemala City,72503,69,M,62,182
2063,Volffled,Unruffled Volhard,2004-1-6,Basseterre,4169,146,M,63,177
2064,Modkburn,Blackburn Modest,2002-10-8,N’Djamena,44306,34,M,65,176
2065,Upbriakova,Upbeat Proskuriakova,2003-7-20,Tarawa Atoll,4277,89,F,43,168
2066,Canming,Cannon Charming,2007-11-5,Kingston,40664,84,F,54,163
2067,Legry,Hungry Lewin,1998-1-10,Asmara,67844,56,M,59,184
2068,Dreler,Keller Dreamy,2003-4-14,Khartoum,77836,166,M,65,173
2069,Almlible,Almeida Infallible,2006-9-24,Monte Carlo,85144,116,M,64,183
2070,Crochial,Xenodochial Cray,1997-11-21,Honiara,37277,160,M,57,177
2071,Coest,Modest Cori,2000-7-21,Mbabane,11368,168,M,57,184
2072,Elgmined,Determined Elgamal,2006-9-16,Nairobi,70182,88,F,53,170
2073,Optimrberg,Optimistic Lederberg,2005-1-19,Tunis,81517,179,F,43,164
2074,Hauent,Eloquent Haibt,1997-11-24,Sri Jayewardenepura Kotte,12185,165,M,56,181
2075,Modstra,Dijkstra Modest,1998-7-6,Quito,11704,52,M,61,172
2076,Eloqyshev,Eloquent Chebyshev,2004-7-8,Valletta,83932,109,F,44,163
2077,Gracbage,Babbage Gracious,1995-7-17,Jakarta,26062,78,F,52,155
2078,Robilous,Zealous Robinson,1997-9-17,Canberra,76353,9,F,49,155
2079,Ramanny,Funny Ramanujan,1995-7-27,Malabo,60529,55,M,56,175
2080,Loveppy,Happy Lovelace,2001-3-7,Seoul,38388,91,F,45,157
2081,Mystivira,Mystifying Mahavira,2001-10-14,Antananarivo,38604,104,M,60,171
2082,Gifson,Gifted Wilson,2008-1-10,Saint George’s,23736,68,F,45,158
2083,Burcore,Hardcore Burnell,2005-8-4,Vilnius,73502,101,M,56,179
2084,Fockle,Focused Merkle,2007-2-19,Kampala,29433,183,F,52,155
2085,Nerdeen,Nervous Bardeen,2001-5-12,Skopje,67166,103,M,57,185
2086,Jovtein,Einstein Jovial,2000-1-6,Dili,79782,51,F,49,157
2087,Beagant,Beaver Elegant,2008-8-2,Sanaa,82965,194,M,58,178
2088,Aryating,Trusting Aryabhata,1997-3-9,Freetown,63687,156,F,54,164
2089,Ferger,Fermat Eager,1995-1-12,Panama City,60676,135,M,65,182
2090,Dhating,Exciting Dhawan,2001-4-25,Washington D.C.,83576,187,M,59,171
2091,Furtz,Hertz Funny,1997-5-14,Paris,55886,61,M,61,183
2092,Hofstlant,Hofstadter Vigilant,2004-5-11,Tehran,1181,79,F,52,156
2093,Fronson,Robinson Frosty,1995-6-4,Lilongwe,52367,105,F,55,158
2094,Noeat,Great Nobel,1999-12-6,Accra,7462,66,F,41,166
2095,Crason,Wilson Cranky,2004-7-9,Port-au-Prince,74449,73,M,58,170
2096,Magini,Panini Magical,2008-4-1,Sarajevo,69828,22,F,53,155
2097,Eladysh,Elated Keldysh,2000-12-7,Stockholm,60453,169,F,47,166
2098,Dijkeful,Dijkstra Hopeful,2002-10-23,Dhaka,64183,14,M,59,173
2099,Swaeless,Swartz Priceless,2004-5-22,Tehran,96437,79,F,54,155
2100,Niriakova,Proskuriakova Nifty,1997-5-17,Tallinn,49279,57,F,50,163
2101,Reveay,Cray Reverent,1999-10-21,Tirane,59394,2,F,50,166
2102,Chapcending,Condescending Chaplygin,2007-9-12,Stockholm,7744,169,F,49,165
2103,Pirdly,Pike Wizardly,1995-12-14,Djibouti,4766,48,M,59,183
2104,Feyted,Gifted Feynman,2008-9-22,Saint George’s,57433,68,F,46,165
2105,Admiver,Carver Admiring,2006-11-6,Gaborone,57687,23,F,41,170
2106,Muszaka,Ishizaka Musing,2000-7-6,Yaounde,14137,30,F,42,165
2107,Drezaka,Ishizaka Dreamy,2005-10-2,Lilongwe,17480,105,M,63,170
2108,Bealing,Dazzling Beaver,1997-9-13,Honiara,77889,160,M,65,179
2109,Elacoll,Driscoll Elated,1997-5-29,Panama City,10515,135,F,40,159
2110,Bangant,Elegant Banach,2004-1-13,Addis Ababa,7416,58,M,59,170
2111,Heiselant,Heisenberg Vigilant,2000-9-29,Vilnius,70803,101,F,43,170
2112,Loveoyant,Lovelace Flamboyant,2008-9-2,Antananarivo,64920,104,F,43,168
2113,Mendstic,Elastic Mendeleev,1997-7-6,Jerusalem,10566,82,F,53,161
2114,Cocare,Cool Poincare,1997-9-26,Kingston,48405,84,F,44,162
2115,Boucid,Bouman Lucid,2007-2-17,Stockholm,12969,169,F,43,164
2116,Elather,Elated Noether,2006-3-28,Tehran,68199,79,M,56,184
2117,Optimsla,Tesla Optimistic,2002-4-17,Manama,79734,13,M,61,174
2118,Shind,Kind Shirley,1997-10-18,Monte Carlo,74456,116,M,59,180
2119,Gracwin,Darwin Gracious,2000-11-24,Paris,45615,61,F,42,163
2120,Gaefied,Gauss Stupefied,2006-6-26,Tashkent,59427,189,M,63,181
2121,Blacing,Blackburn Musing,2007-4-8,Singapore,19225,157,F,44,163
2122,Mirzaaxed,Mirzakhani Relaxed,1996-4-5,Palikir,59027,114,F,49,159
2123,Suspierson,Sanderson Suspicious,2005-10-8,London,22140,186,M,62,185
2124,Kapsive,Kapitsa Pensive,2005-8-24,Gitega,98705,28,F,42,166
2125,Pasder,Pasteur Tender,1998-6-20,Khartoum,87940,166,F,49,162
2126,Galant,Vigilant Gates,2002-1-5,Antananarivo,91048,104,M,64,184
2127,Zick,Zen Golick,1997-9-9,Antananarivo,93315,104,M,64,185
2128,Quibraker,Stonebraker Quirky,2002-5-9,Oslo,51329,130,F,47,166
2129,Salant,Vigilant Saha,2001-3-13,Budapest,9068,75,M,62,170
2130,Greave,Brave Greider,1997-4-7,Santiago,88200,35,M,55,176
2131,Youtther,Youthful Noether,2002-10-22,Port Moresby ,12346,136,F,40,160
2132,Maarp,Sharp Mayer,1995-7-24,Lisbon,52044,141,M,65,173
2133,Deterulty,Mcnulty Determined,2003-1-18,Valletta,85383,109,M,62,182
2134,Aryaad,Aryabhata Sad,2001-7-8,Ljubljana,27312,159,M,65,172
2135,Pracmann,Practical Neumann,2004-7-15,Asmara,79217,56,M,59,185
2136,Napuent,Napier Eloquent,1997-5-7,Bridgetown,569,15,M,57,170
2137,Brffled,Brown Unruffled,2008-12-14,Santiago,92115,35,F,42,166
2138,Zeari,Cori Zealous,1996-7-17,Taipei,90322,172,M,63,179
2139,Pracbha,Practical Bhabha,2008-5-17,Saint John’s,24042,6,M,60,179
2140,Vigihcutt,Vigilant Northcutt,2004-5-1,Abu Dhabi,68234,185,M,56,176
2141,Awelman,Hellman Awesome,1999-7-3,Ramallah,86692,134,F,43,157
2142,Vibdock,Vibrant Murdock,2008-3-11,Baghdad,26198,80,F,41,170
2143,Gagant,Gauss Elegant,2007-9-8,Ashgabat,69008,181,M,55,182
2144,Jotorf,Mestorf Jolly,2002-4-8,Seoul,19586,91,M,62,170
2145,Friemann,Friendly Lehmann,2004-2-26,Zagreb,46909,43,M,55,181
2146,Sleaum,Chaum Sleepy,2001-10-1,Dili,54948,51,F,47,159
2147,Goldligent,Intelligent Goldberg,2000-4-12,San Salvador,31844,54,F,50,162
2148,Adminz,Benz Admiring,2006-8-1,San Marino,29676,150,M,64,180
2149,Elestra,Elegant Dijkstra,2008-12-28,Kingston,21736,84,F,44,162
2150,Wvent,Fervent Wu,2007-10-13,Conakry,93213,70,M,58,178
2151,Swaest,Swartz Modest,1995-7-5,Georgetown,60101,72,F,40,155
2152,Jolofy,Joliot Goofy,2006-7-2,Oslo,96177,130,M,62,178
2153,Borwin,Darwin Boring,2003-7-7,Antananarivo,83211,104,F,50,155
2154,Keplly,Kepler Jolly,2007-10-2,Kigali,77594,145,M,62,180
2155,Stoneionate,Stonebraker Affectionate,1995-11-8,Vientiane,17203,94,F,49,156
2156,Sweida,Sweet Almeida,2007-5-23,Damascus,30582,171,M,57,173
2157,Distringale,Nightingale Distracted,1998-12-2,Islamabad,56183,132,F,52,165
2158,Modndieck,Modest Grothendieck,1996-2-20,Ljubljana,33809,159,M,63,184
2159,Aryaad,Aryabhata Sad,1996-2-3,Tunis,84194,179,F,43,170
2160,Slechie,Ritchie Sleepy,2004-11-18,Sri Jayewardenepura Kotte,13246,165,M,59,174
2161,Gerlant,Germain Gallant,2006-12-5,Nur Sultan,46888,87,M,59,174
2162,Turazy,Crazy Turing,2006-2-21,Podgorica,56941,118,M,60,182
2163,Roening,Roentgen Boring,1999-4-29,Stockholm,51097,169,M,55,176
2164,Auslant,Austin Gallant,2003-6-13,Nassau,44589,12,M,60,173
2165,Satligent,Satoshi Intelligent,2000-5-13,Djibouti,41064,48,M,61,181
2166,Flambttani,Flamboyant Albattani,2008-8-5,Kiev,85294,184,M,59,172
2167,Epzai,Epic Banzai,2000-8-4,Ankara,75488,180,F,53,160
2168,Visvesatic,Ecstatic Visvesvaraya,2000-9-14,La Paz,35262,21,M,56,172
2169,Noeoic,Noether Stoic,2005-5-8,Harare,10672,40,F,46,159
2170,Unrubha,Unruffled Bhabha,2002-8-14,Taipei,79399,172,F,41,166
2171,Revebin,Reverent Rubin,1997-3-12,Canberra,51647,9,M,59,174
2172,Hasty,Haibt Frosty,1996-4-16,Windhoek,74982,122,F,48,161
2173,Ardinalgic,Nostalgic Ardinghelli,2005-5-9,Dhaka,52569,14,F,53,159
2174,Coliring,Inspiring Colden,2007-2-14,Skopje,43273,103,M,64,181
2175,Sinolly,Sinoussi Silly,2002-7-5,Yamoussoukro,100057,42,F,41,168
2176,Revenes,Reverent Jones,2003-12-14,Nassau,31795,12,F,41,164
2177,Hastel,Feistel Happy,2000-3-4,Pyongyang,41567,90,M,61,172
2178,Herssy,Herschel Busy,2008-8-9,Bucharest,26395,143,F,45,168
2179,Chandroic,Stoic Chandrasekhar,2003-10-29,Tbilisi,34688,64,F,44,166
2180,Borean,Boring Mclean,1998-4-26,Mexico City,26330,113,F,44,163
2181,Lalrsty,Thirsty Lalande,2000-7-23,Addis Ababa,36686,58,F,48,155
2182,Ferssig,Fervent Taussig,2003-11-24,Tirane,22288,2,F,49,166
2183,Turhing,Laughing Turing,2008-3-25,Andorra la Vella,34182,4,M,58,178
2184,Amaarp,Tharp Amazing,2007-5-18,Dakar,99246,153,M,64,182
2185,Naulis,Ellis Naughty,1999-8-23,Asmara,7082,56,F,43,169
2186,Serjee,Chatterjee Sad,2008-11-20,Doha,23232,142,M,58,171
2187,Eleelet,Chatelet Elegant,1995-1-14,Vilnius,74880,101,F,53,160
2188,Mclsome,Mclean Awesome,1995-1-25,Brussels,41931,17,M,63,170
2189,Kncious,Suspicious Knuth,2004-1-17,Kabul,38024,1,M,55,171
2190,Musu,Musing Wu,2008-6-13,Copenhagen,91508,47,M,57,179
2191,Dazzck,Buck Dazzling,1997-11-10,Kigali,90275,145,F,45,159
2192,Wriger,Eager Wright,2003-12-25,Budapest,60909,75,F,48,168
2193,Nervaraya,Visvesvaraya Nervous,1997-10-14,Madrid,32953,164,M,63,185
2194,Heurnz,Benz Heuristic,2002-2-10,Berlin,64890,65,F,41,158
2195,Fesack,Black Festive,2005-11-23,Praia,62557,32,F,52,165
2196,Ferck,Buck Fervent,2007-3-23,Roseau,72198,49,M,63,180
2197,Reveini,Panini Reverent,2008-4-25,Nassau,59833,12,M,64,185
2198,Strnsky,Strange Dubinsky,2005-4-22,Thimphu,69622,20,M,61,170
2199,Tmined,Determined Tu,1995-8-22,N’Djamena,88563,34,M,60,183
2200,Solted,Solomon Elated,2006-11-7,San Marino,25633,150,M,60,173
2201,Sver,Sad Hoover,1999-11-26,Bissau,66525,71,M,56,182
2202,Elalygin,Chaplygin Elated,2007-8-23,Yaren District,60013,123,F,41,157
2203,Exciadter,Exciting Hofstadter,1996-3-1,Beirut,38537,96,F,54,170
2204,Merzing,Merkle Amazing,2000-7-8,Amman,76381,86,M,60,175
2205,Nermat,Fermat Nervous,2005-11-21,Paris,682,61,F,43,159
2206,Intelzai,Banzai Intelligent,1998-1-25,San Salvador,8216,54,F,42,160
2207,Hamiing,Hamilton Musing,2005-11-6,Dushanbe,85488,173,F,43,155
2208,Aryaffled,Unruffled Aryabhata,1997-10-20,Quito,99476,52,F,46,160
2209,Curerful,Curran Wonderful,2006-7-21,Singapore,34362,157,F,43,167
2210,Interrberg,Lederberg Interesting,2001-11-4,Gitega,3926,28,M,58,176
2211,Elayer,Elated Mayer,2003-3-4,Beirut,42215,96,M,62,184
2212,Bhavent,Bhabha Fervent,2006-11-9,Moscow,79784,144,F,53,169
2213,Beaudeen,Bardeen Beautiful,2005-11-26,Dakar,10091,153,F,52,165
2214,Proskuused,Proskuriakova Focused,2002-11-8,Prague,78370,46,M,55,176
2215,Bover,Boyd Clever,1997-8-11,Washington D.C.,60663,187,M,65,185
2216,Carstic,Elastic Carson,1999-6-8,Riga,17981,95,F,47,168
2217,Romaght,Romantic Wright,2005-3-18,Vatican City,41450,191,M,55,183
2218,Newical,Magical Newton,2003-3-21,Ramallah,21611,134,F,44,155
2219,Piffled,Pike Unruffled,2004-10-20,Tbilisi,84821,64,F,46,161
2220,Epkyan,Elbakyan Epic,1998-10-22,Male,40570,107,M,64,183
2221,Prackburn,Blackburn Practical,1998-1-15,Copenhagen,62180,47,F,44,163
2222,Ptosty,Ptolemy Frosty,2003-5-13,Kuwait City,11700,92,F,50,170
2223,Zison,Jemison Zen,2008-9-22,Sao Tome,5401,151,F,46,168
2224,Flambkara,Bhaskara Flamboyant,1999-11-27,Wellington,19851,126,F,43,155
2225,Ishieet,Ishizaka Sweet,1996-2-12,Lilongwe,81911,105,M,65,180
2226,Greger,Greider Eager,1996-3-20,Basseterre,38830,146,F,48,163
2227,Dreson,Wilson Dreamy,2000-11-24,Djibouti,77999,48,M,55,185
2228,Crmann,Crazy Neumann,1996-5-18,Tashkent,45660,189,F,47,167
2229,Amarf,Cerf Amazing,2007-6-7,Ankara,22759,180,F,43,157
2230,Mcclistic,Mcclintock Elastic,1995-8-4,Tirane,66667,2,F,50,162
2231,Aussful,Austin Blissful,1995-3-19,Brussels,30939,17,M,64,180
2232,Upbberg,Goldberg Upbeat,2002-11-29,Nairobi,6247,88,F,46,157
2233,Jemctive,Jemison Objective,2004-7-21,Ouagadougou,96344,27,M,58,170
2234,Vollant,Volhard Vigilant,2000-9-4,Kigali,87933,145,F,40,166
2235,Neuzing,Amazing Neumann,1996-1-15,Luxembourg,74532,102,F,44,164
2236,Romaking,Hawking Romantic,1996-11-8,Washington D.C.,79881,187,F,50,158
2237,Bariring,Inspiring Bartik,2008-5-27,Zagreb,51363,43,F,41,155
2238,Kihr,Kind Bohr,2004-12-21,Maseru,81114,97,M,55,184
2239,Luaren,Lucid Mclaren,1998-2-14,Bratislava,94370,158,F,45,160
2240,Intelse,Intelligent Bose,2000-10-13,Copenhagen,81543,47,F,46,155
2241,Quizkyan,Elbakyan Quizzical,1999-12-20,Cape Town,18382,162,F,55,156
2242,Kowalacted,Kowalevski Distracted,1998-12-14,Madrid,2908,164,F,48,161
2243,Dewofy,Dewdney Goofy,2006-3-6,Port Moresby ,77818,136,M,64,175
2244,Thomlly,Silly Thompson,2002-2-1,Windhoek,80803,122,F,46,162
2245,Steida,Stoic Almeida,1995-6-26,Port-of-Spain,31042,178,F,51,165
2246,Drenes,Jones Dreamy,2006-1-19,Mexico City,8895,113,M,57,173
2247,Hawrant,Vibrant Hawking,2006-9-1,Paris,57481,61,M,60,177
2248,Difting,Diffie Trusting,2001-9-10,Tripoli,62169,99,F,48,166
2249,Gooistic,Heuristic Goodall,1998-8-6,Bamako,84606,108,F,46,169
2250,Leaetent,Competent Leakey,1998-10-10,Ankara,91226,180,F,53,162
2251,Curaxed,Curran Relaxed,1997-8-25,Dili,17124,51,F,51,155
2252,Strkey,Leakey Strange,2002-1-14,Kampala,8213,183,M,58,182
2253,Dhaling,Dazzling Dhawan,2001-5-19,Paris,80989,61,M,64,184
2254,Admitras,Poitras Admiring,2001-3-17,Kingstown ,54186,148,M,56,178
2255,Poinlant,Poincare Gallant,1996-8-26,San Jose,81304,41,M,65,172
2256,Infallman,Infallible Hellman,2006-1-21,Nuku’alofa,52171,177,M,65,176
2257,Crder,Crazy Snyder,2006-11-12,Port Moresby ,45565,136,F,52,169
2258,Mystiier,Napier Mystifying,1997-7-1,Hanoi,15553,193,F,42,159
2259,Boucore,Bouman Hardcore,2006-11-4,Brazzaville,92627,39,M,60,173
2260,Bulen,Busy Allen,2006-8-18,Budapest,23078,75,M,64,180
2261,Keprous,Kepler Vigorous,2002-11-11,Conakry,46073,70,F,45,160
2262,Brahmlly,Brahmagupta Jolly,2008-2-2,Ljubljana,24972,159,F,44,169
2263,Sutherky,Sutherland Quirky,2002-6-9,Nouakchott,77967,111,M,55,179
2264,Interovsky,Interesting Zhukovsky,2005-7-24,Nicosia,27383,45,M,57,173
2265,Pasionate,Pare Compassionate,2005-10-9,Kigali,86199,145,F,51,162
2266,Pricyce,Priceless Noyce,2000-9-8,Mexico City,67912,113,F,49,161
2267,Swicore,Hardcore Swirles,2001-2-20,Andorra la Vella,35053,4,F,47,157
2268,Fesler,Euler Festive,2003-2-24,Yaounde,2598,30,M,56,171
2269,Jooshi,Jolly Satoshi,1999-4-9,Tripoli,87281,99,M,63,179
2270,Cones,Jones Cool,2001-11-23,Tarawa Atoll,20511,89,M,56,185
2271,Wiamy,Dreamy Wiles,2005-3-2,Paris,41719,61,M,58,185
2272,Lovchel,Loving Herschel,2006-5-13,Ljubljana,36002,159,F,51,162
2273,Adoking,Hawking Adoring,1995-4-2,Budapest,70837,75,F,53,156
2274,Frieois,Friendly Galois,2002-4-17,Sofia,81646,26,F,50,157
2275,Ausling,Dazzling Austin,1996-2-6,Tallinn,54501,57,F,44,155
2276,Suspiibt,Suspicious Haibt,2007-8-6,Manila,14079,139,F,53,156
2277,Pasious,Gracious Pasteur,1997-8-13,Islamabad,48552,132,M,65,175
2278,Bohful,Bohr Youthful,1997-3-4,Apia,20011,149,F,46,170
2279,Keloic,Keller Stoic,2002-6-21,Singapore,82235,157,F,47,167
