id,stage_name,full_name,date_of_birth,birthplace,group_id,country_id,gender,weight,height
76985,Tenrg,Borg Tender,2008-10-4,Port-Vila,6489,190,M,65,175
76986,Adopson,Thompson Adoring,2008-7-29,Yerevan,57350,8,F,48,156
76987,Poiligent,Intelligent Poitras,2006-1-18,Kathmandu,20613,124,M,55,182
76988,Kieat,Upbeat Kilby,1999-1-24,Georgetown,95823,72,F,44,169
76989,Engeious,Gracious Engelbart,2003-1-5,Porto-Novo,68065,19,M,59,184
76990,Mclamy,Dreamy Mclean,2004-11-1,Gitega,80816,28,M,59,182
76991,Frieean,Friendly Mclean,2004-1-24,Dhaka,95280,14,F,43,160
76992,Hersident,Herschel Confident,2005-9-25,London,19339,186,F,43,170
76993,Dharky,Quirky Dhawan,2008-6-25,Taipei,93818,172,F,54,157
76994,Quizdeen,Bardeen Quizzical,2007-6-27,Lisbon,61400,141,M,61,180
76995,Loveazy,Lovelace Crazy,1995-6-14,Manama,1960,13,F,43,163
76996,Chapfying,Mystifying Chaplygin,2002-12-4,Tunis,49910,179,M,62,182
76997,Suthersty,Thirsty Sutherland,1998-1-18,Port Louis,91823,112,F,50,161
76998,Gocal,Goofy Pascal,1997-10-20,Stockholm,44456,169,M,61,180
76999,Braterful,Wonderful Brattain,1998-3-6,San Salvador,60488,54,M,56,179
77000,Lovll,Loving Bell,1997-5-17,Valletta,68142,109,M,65,170
77001,Penright,Cartwright Pensive,2004-9-23,Sarajevo,37695,22,M,62,179
77002,Quizntock,Mcclintock Quizzical,2005-5-15,Skopje,1040,103,F,46,164
77003,Willirsing,Williamson Recursing,2002-8-20,Pyongyang,59423,90,F,47,168
77004,Swanky,Cranky Swartz,2006-11-21,Ashgabat,19858,181,F,41,167
77005,Dazztein,Dazzling Einstein,1995-10-14,Chisinau,85105,115,M,58,178
77006,Moarp,Sharp Moser,2001-12-14,Cairo,32882,53,F,49,163
77007,Shocsionate,Shockley Compassionate,1996-5-3,Jakarta,73151,78,M,60,175
77008,Turder,Tender Turing,1997-4-2,Lusaka,94757,195,M,65,185
77009,Kelsive,Pensive Keller,1998-1-1,Muscat,25613,131,F,55,158
77010,Wessionate,Wescoff Compassionate,2001-11-14,Yerevan,69498,8,M,60,172
77011,Meind,Kind Meitner,1997-8-4,N’Djamena,69002,34,M,57,173
77012,Inspniak,Wozniak Inspiring,1999-6-21,Reykjavik,10218,76,M,63,175
77013,Ferniak,Fervent Wozniak,2004-5-18,Taipei,89335,172,M,56,185
77014,Mocore,Hardcore Moore,2001-3-3,Tripoli,38213,99,F,40,164
77015,Charmann,Hermann Charming,2002-12-25,Amman,24313,86,M,55,178
77016,Pagry,Angry Payne,2004-2-26,Tirane,71124,2,F,49,166
77017,Hacious,Haibt Suspicious,2004-6-28,Sarajevo,10415,22,F,47,170
77018,Brahming,Musing Brahmagupta,2004-5-14,Yerevan,58496,8,F,44,158
77019,Aningale,Nightingale Angry,2000-10-24,Paramaribo,12664,167,F,49,168
77020,Zlid,Zen Euclid,2002-3-10,Ulaanbaatar,42286,117,M,61,184
77021,Dreulis,Margulis Dreamy,2004-9-22,Bishkek,8491,93,F,43,170
77022,Austive,Austin Festive,2006-2-10,Copenhagen,43792,47,F,47,157
77023,Fesion,Festive Elion,1998-9-10,Abuja,10742,129,M,65,174
77024,Focdney,Dewdney Focused,2008-10-18,Bratislava,17687,158,M,63,170
77025,Charklin,Charming Franklin,1999-3-3,Djibouti,85719,48,M,59,170
77026,Wizavira,Wizardly Mahavira,1999-10-4,Ulaanbaatar,43851,117,M,58,171
77027,Costic,Elastic Cori,2002-5-3,Damascus,69441,171,M,64,182
77028,Goolous,Goodall Zealous,2006-12-13,Bridgetown,73928,15,M,64,178
77029,Lovecid,Lovelace Lucid,2004-12-13,Lima,17633,138,F,44,170
77030,Ecsterson,Ecstatic Sanderson,2002-6-3,Cairo,40776,53,F,40,170
77031,Feramy,Dreamy Fermat,2002-11-29,Sofia,64171,26,M,62,180
77032,Grstel,Great Feistel,1995-4-23,Sri Jayewardenepura Kotte,5629,165,F,52,155
77033,Maxring,Maxwell Adoring,2005-6-15,Manama,45952,13,M,64,176
77034,Wondiams,Williams Wonderful,2007-12-12,Cairo,78019,53,F,47,159
77035,Cocoff,Wescoff Cool,2008-5-12,Bridgetown,76433,15,F,42,158
77036,Kharing,Admiring Khayyam,2005-8-10,Dili,42310,51,M,62,179
77037,Murol,Murdock Cool,1999-8-19,Bucharest,30147,143,F,54,161
77038,Galyer,Mayer Gallant,1996-7-12,Accra,69088,66,M,61,172
77039,Shocacted,Shockley Distracted,2006-9-19,Victoria,20633,155,M,65,172
77040,Eucstic,Euclid Elastic,1997-7-13,Doha,82027,142,F,51,169
77041,Pendel,Mendel Pensive,2004-10-5,Tokyo,29369,85,M,58,175
77042,Frietik,Friendly Bartik,2003-10-2,Vienna,55048,10,F,42,168
77043,Nerton,Newton Nervous,1995-7-6,Santiago,82296,35,F,53,159
77044,Epkle,Merkle Epic,2008-10-12,Kuala Lumpur,23142,106,F,51,168
77045,Curused,Focused Curran,1995-3-25,Thimphu,95672,20,M,64,185
77046,Strver,Carver Strange,2005-6-12,Singapore,97574,157,M,62,184
77047,Dhaerful,Wonderful Dhawan,2001-10-24,Palikir,69878,114,F,51,157
77048,Tereseet,Tereshkova Sweet,2008-12-19,Manama,74068,13,F,50,156
77049,Thighan,Vaughan Thirsty,2008-12-25,Baku,13326,11,M,55,180
77050,Perepy,Sleepy Perlman,2000-5-18,Funafuti province,79824,182,M,62,175
77051,Visvesic,Visvesvaraya Epic,2000-9-25,Saint John’s,52943,6,F,50,157
77052,Tentein,Einstein Tender,1996-9-27,Port-Vila,17519,190,F,51,167
77053,Beausen,Beautiful Jepsen,2004-8-22,Kingston,56671,84,M,56,173
77054,Kntive,Knuth Festive,2006-9-17,Amman,86723,86,M,65,183
77055,Elenson,Elegant Robinson,2003-4-8,Manama,80055,13,M,55,171
77056,Youtwin,Lewin Youthful,2003-11-20,Lusaka,40829,195,M,58,183
77057,Naulygin,Naughty Chaplygin,1997-6-27,Tehran,41583,79,F,54,170
77058,Aryace,Aryabhata Nice,2004-4-9,Maseru,9355,97,F,46,156
77059,Elrant,Elion Vibrant,2008-1-25,Havana,23136,44,M,58,184
77060,Truscare,Trusting Poincare,2006-2-27,Nassau,8023,12,F,44,156
77061,Laling,Loving Lalande,2001-3-3,Bridgetown,42168,15,F,49,169
77062,Serarr,Serene Lamarr,2008-10-13,Bridgetown,96979,15,M,57,170
77063,Nauhard,Volhard Naughty,2002-3-7,Kuala Lumpur,53493,106,M,58,170
77064,Hoolant,Hoover Gallant,2006-3-9,Georgetown,65842,72,M,60,170
77065,Nerlind,Nervous Rosalind,1996-2-26,Mbabane,14386,168,M,57,184
77066,Chebetent,Chebyshev Competent,2001-10-13,Jerusalem,16312,82,F,51,160
77067,Nostkle,Nostalgic Merkle,1997-6-25,Dushanbe,84417,173,M,59,181
77068,Agitman,Agitated Raman,1998-1-24,La Paz,8614,21,M,65,183
77069,Piing,Musing Pike,1997-7-2,Kuwait City,28881,92,M,57,172
77070,Prickson,Priceless Jackson,1997-10-7,Yamoussoukro,45831,42,M,59,184
77071,Penlton,Hamilton Pensive,2000-1-20,Mogadishu,70449,161,M,55,170
77072,Altive,Allen Festive,2001-5-9,Wellington,71429,126,F,43,170
77073,Stonegry,Stonebraker Hungry,1997-8-8,Belmopan,58658,18,F,45,158
77074,Hardsen,Hardcore Jepsen,2002-7-15,Belgrade,100420,154,F,53,159
77075,Flambdney,Flamboyant Dewdney,2002-2-19,Yerevan,41650,8,M,64,171
77076,Infalach,Banach Infallible,2002-7-11,Dodoma,61396,174,F,50,170
77077,Mersive,Pensive Merkle,2006-3-25,Jakarta,35583,78,M,64,173
77078,Modrch,Modest Kirch,2008-5-22,Abu Dhabi,70734,185,M,63,180
77079,Bolly,Boyd Jolly,2005-1-13,Tarawa Atoll,71205,89,M,59,184
77080,Serovsky,Serene Heyrovsky,1999-8-21,Manama,85735,13,M,56,177
77081,Flambrac,Dirac Flamboyant,1999-1-7,Victoria,11477,155,M,63,182
77082,Vigish,Vigilant Nash,2000-3-7,Tallinn,41682,57,M,56,181
77083,Tenson,Carson Tender,2003-4-6,Valletta,12475,109,M,57,179
77084,Feacted,Distracted Fermi,2002-9-16,Cape Town,78023,162,F,53,162
77085,Focler,Keller Focused,1999-10-19,Thimphu,100424,20,M,63,184
77086,Hahful,Haibt Youthful,2008-1-18,Bandar Seri Begawan,79676,25,F,47,164
77087,Lumling,Dazzling Lumiere,1997-2-5,Lome,24313,176,F,42,164
77088,Condessen,Condescending Jepsen,2005-2-18,Paramaribo,4101,167,M,58,175
77089,Nintock,Mcclintock Nifty,2008-9-23,Bangui,77820,33,M,60,176
77090,Khairing,Inspiring Khayyam,1997-4-23,Niamey,70475,128,M,65,174
77091,Fesuth,Festive Knuth,2006-8-18,Jakarta,12853,78,M,57,172
77092,Penmann,Lehmann Pensive,2004-5-27,Tokyo,5325,85,F,55,160
77093,Thted,Gifted Tharp,2004-5-26,Ouagadougou,20823,27,F,42,159
77094,Deterking,Determined Hawking,2007-1-3,Funafuti province,58117,182,F,54,164
77095,Alsy,Busy Allen,2000-9-10,Saint John’s,78826,6,F,47,158
77096,Shnsky,Meninsky Sharp,2005-7-12,Buenos Aires,16758,7,F,51,167
77097,Ediefied,Stupefied Edison,2008-7-19,Ramallah,5565,134,F,50,161
77098,Unruman,Raman Unruffled,1995-2-2,Freetown,4945,156,M,65,181
77099,Wrifying,Wright Mystifying,1995-7-4,Castries,76063,147,M,59,177
77100,Recucal,Recursing Pascal,1995-9-12,Kigali,56474,145,M,55,183
77101,Hopest,Hopper Modest,1998-10-19,Praia,52155,32,F,53,159
77102,Panange,Strange Panini,2002-1-2,Georgetown,13638,72,M,60,170
77103,Modlett,Modest Haslett,1996-9-27,Castries,67963,147,M,61,175
77104,Relarp,Relaxed Tharp,2008-1-21,Brasilia,12615,24,M,61,175
77105,Agnlant,Agnesi Gallant,2008-4-22,Cape Town,58746,162,F,48,161
77106,Bhairing,Bhabha Inspiring,2002-7-22,Basseterre,67005,146,M,65,172
77107,Passtic,Pasteur Elastic,2005-6-3,Roseau,60382,49,M,63,180
77108,Goldce,Nice Goldberg,2008-7-13,Juba,18523,163,F,47,160
77109,Lamzing,Amazing Lamport,2000-9-20,Dhaka,79466,14,M,60,184
77110,Trusing,Trusting Turing,1998-10-3,Sofia,98491,26,F,48,159
77111,Rhoial,Rhodes Jovial,2008-7-17,Abuja,12686,129,M,62,171
77112,Epzaka,Epic Ishizaka,2003-1-17,Saint John’s,6028,6,M,63,170
77113,Perlible,Perlman Infallible,2002-1-29,Vatican City,3577,191,M,56,170
77114,Suspicoll,Suspicious Driscoll,2000-7-27,Saint John’s,24075,6,F,44,155
77115,Williatic,Ecstatic Williamson,2008-12-29,Tbilisi,61275,64,M,64,176
77116,Visvesvous,Nervous Visvesvaraya,1997-11-9,Moscow,28866,144,M,56,177
77117,Hunstra,Dijkstra Hungry,2003-7-6,Phnom Penh,38115,29,F,53,170
77118,Feiofy,Feistel Goofy,1995-8-7,Beirut,91854,96,F,49,165
77119,Easffled,Easley Unruffled,1997-6-23,Rabat,14579,119,M,56,178
77120,Nortofy,Northcutt Goofy,1995-7-4,Havana,63937,44,M,55,174
77121,Darlible,Darwin Infallible,1998-12-19,Luxembourg,30130,102,M,55,172
77122,Noeident,Noether Confident,1995-12-9,Yamoussoukro,48930,42,F,53,170
77123,Joler,Kepler Jolly,2004-2-26,Victoria,35458,155,F,51,162
77124,Meriring,Inspiring Merkle,2007-8-1,Zagreb,73847,43,F,43,164
77125,Ishited,Ishizaka Gifted,2008-11-14,Bandar Seri Begawan,10645,25,F,55,160
77126,Nervitt,Leavitt Nervous,2004-5-20,Lusaka,8370,195,F,54,159
77127,Focyer,Focused Mayer,1995-6-15,San Marino,35543,150,M,59,179
77128,Satalgic,Nostalgic Satoshi,2004-10-26,Kathmandu,63464,124,F,44,155
77129,Pald,Payne Bold,2004-4-20,Ramallah,48061,134,F,55,163
77130,Darctive,Objective Darwin,2004-12-6,Accra,7038,66,M,59,178
77131,Sharing,Shannon Adoring,2002-12-9,Melekeok,79846,133,M,56,180
77132,Jennling,Jennings Dazzling,2004-8-6,Lima,24996,138,M,58,179
77133,Hunlemy,Ptolemy Hungry,1999-8-6,Palikir,48730,114,M,63,174
77134,Raeat,Upbeat Raman,1998-11-6,London,17157,186,M,58,170
77135,Svaraya,Visvesvaraya Sad,1995-10-7,Georgetown,57199,72,M,59,177
77136,Wigry,Wiles Angry,1997-11-12,Sarajevo,40893,22,M,64,181
77137,Moident,Confident Moser,2003-12-27,Bishkek,46755,93,F,43,155
77138,Zhukvous,Nervous Zhukovsky,2001-12-18,Valletta,82091,109,M,57,180
77139,Sandatic,Ecstatic Sanderson,1999-9-11,Yaounde,78395,30,M,62,178
77140,Suspiriakova,Proskuriakova Suspicious,2001-5-29,Harare,57684,40,M,59,170
77141,Penu,Pensive Wu,2007-1-25,Windhoek,38592,122,F,49,158
77142,Boeida,Almeida Bold,2001-7-16,Juba,16749,163,M,63,170
77143,Nibin,Rubin Nice,2003-9-15,Niamey,6341,128,F,42,161
77144,Blacated,Blackburn Agitated,1997-3-15,Luanda,90187,5,M,63,181
77145,Moderman,Lichterman Modest,2007-10-26,Doha,84880,142,F,51,161
77146,Xenoddel,Xenodochial Mendel,2004-6-29,Valletta,45132,109,F,53,156
77147,Eau,Tu Eager,2000-5-26,Helsinki,15117,60,M,59,185
77148,Jacefied,Stupefied Jackson,2005-4-25,Kingstown ,62330,148,F,54,166
77149,Insplcini,Montalcini Inspiring,1997-12-16,Singapore,23170,157,F,46,157
77150,Recuwin,Lewin Recursing,2005-7-26,Abuja,38228,129,F,41,169
77151,Moming,Moser Charming,2001-3-22,Kampala,69593,183,M,62,173
77152,Upbtner,Meitner Upbeat,1996-6-2,Warsaw,89374,140,M,65,171
77153,Yonistic,Optimistic Yonath,1999-7-12,Victoria,57245,155,F,53,164
77154,Botical,Bohr Practical,1998-12-19,Cape Town,74960,162,F,53,159
77155,Pracre,Pare Practical,2001-1-12,Nicosia,44307,45,F,49,169
77156,Priclen,Allen Priceless,1995-1-25,Nay Pyi Taw,44524,121,F,41,157
77157,Hopore,Hopeful Moore,2006-11-16,Port-au-Prince,91236,73,M,63,176
77158,Modelet,Modest Chatelet,2002-10-11,Basseterre,99932,146,F,52,166
77159,Confmedes,Archimedes Confident,2000-2-18,New Delhi,7101,77,F,40,169
77160,Xenodman,Xenodochial Bouman,2008-6-9,Khartoum,72400,166,F,40,162
77161,Rirsing,Recursing Ride,2007-9-16,Santo Domingo,28794,50,F,44,156
77162,Shlman,Sharp Hellman,2008-4-10,Cairo,18368,53,F,44,165
77163,Ecstport,Ecstatic Lamport,1995-8-10,Manama,46309,13,F,48,167
77164,Quiberg,Quirky Goldberg,2000-1-12,Ashgabat,66074,181,M,64,183
77165,Flambean,Mclean Flamboyant,1996-3-3,Tashkent,52025,189,F,49,169
77166,Admizai,Banzai Admiring,2005-11-14,Bamako,72100,108,M,64,183
77167,Grumoto,Matsumoto Great,2004-12-13,Nay Pyi Taw,30424,121,M,58,171
77168,Norten,Northcutt Zen,1999-2-5,Tashkent,58104,189,M,58,173
77169,Willicore,Hardcore Williamson,1995-8-4,Harare,26051,40,M,60,174
77170,Hofstting,Exciting Hofstadter,1997-10-9,Andorra la Vella,51262,4,F,47,155
77171,Quimann,Quirky Neumann,2001-4-4,Majuro,81260,110,M,55,183
77172,Giftgen,Roentgen Gifted,2005-12-5,Dublin,92578,81,M,61,179
77173,Compkey,Competent Leakey,2008-9-10,Ankara,51781,180,F,49,162
77174,Gantive,Festive Ganguly,1995-12-2,Taipei,11201,172,M,65,177
77175,Gracng,Jang Gracious,2003-11-3,Tbilisi,1706,64,F,48,167
77176,Naplant,Napier Vigilant,2000-4-14,Freetown,95863,156,M,63,172
77177,Varahaerful,Wonderful Varahamihira,2005-6-21,Santiago,52471,35,M,60,177
77178,Khagry,Khayyam Hungry,2006-3-13,Quito,41450,52,F,53,167
77179,Ecstmain,Ecstatic Germain,2000-1-20,Vatican City,17458,191,F,55,169
77180,Prichen,Priceless Cohen,1999-11-18,Montevideo,38810,188,M,59,176
77181,Kaling,Kalam Dazzling,1999-8-20,Vienna,3594,10,M,63,184
77182,Awedock,Awesome Murdock,1999-11-23,Tbilisi,26322,64,F,51,162
77183,Jemamy,Jemison Dreamy,2001-8-12,Vilnius,83700,101,F,50,162
77184,Broic,Brown Stoic,2005-1-6,Madrid,65218,164,M,61,182
77185,Beatical,Practical Beaver,2008-11-20,Jakarta,99350,78,F,45,163
77186,Sinsky,Silly Meninsky,2002-12-28,Gitega,87244,28,F,50,163
77187,Excibage,Babbage Exciting,2003-2-24,Jakarta,7153,78,M,61,175
77188,Quilid,Quirky Euclid,1999-2-22,Port Louis,33434,112,F,42,167
77189,Infalfie,Diffie Infallible,2001-7-3,Helsinki,56682,60,M,59,183
77190,Shafying,Shannon Mystifying,2008-12-21,Reykjavik,86525,76,M,56,173
77191,Bogry,Angry Borg,2002-6-1,Riyadh,8543,152,M,64,176
77192,Pantive,Festive Panini,2004-3-19,Vaduz,92571,100,M,58,179
77193,Brahmepy,Sleepy Brahmagupta,1997-11-16,Baghdad,20426,80,M,60,178
77194,Caramy,Dreamy Carver,2006-2-3,Thimphu,24331,20,M,62,181
77195,Aryaamy,Aryabhata Dreamy,2000-7-27,Islamabad,70469,132,M,63,184
77196,Babaxed,Babbage Relaxed,2004-6-19,Malabo,2322,55,F,44,168
77197,Buepy,Sleepy Buck,1996-5-27,Podgorica,13659,118,F,41,165
77198,Epvitt,Leavitt Epic,2003-6-25,Riga,9315,95,F,54,164
77199,Voluent,Eloquent Volhard,1996-5-12,Saint John’s,97576,6,M,56,172
77200,Mesvous,Mestorf Nervous,2005-7-25,Warsaw,2650,140,M,58,181
77201,Stser,Moser Stoic,2008-5-27,Port-Vila,93768,190,M,61,180
77202,Kapave,Brave Kapitsa,1998-11-23,Paris,97637,61,M,56,170
77203,Festtani,Festive Albattani,2006-7-2,Nur Sultan,88319,87,M,56,185
77204,Borden,Boring Colden,1996-3-4,Tokyo,20378,85,F,46,166
77205,Yaistic,Optimistic Yalow,1998-11-13,Bishkek,11422,93,M,64,176
77206,Cantive,Cannon Festive,1999-2-4,Brasilia,2971,24,M,62,180
77207,Lovse,Loving Bose,1995-6-4,Khartoum,76495,166,M,63,174
77208,Quizevski,Quizzical Kowalevski,2004-8-13,Belgrade,84793,154,F,46,167
77209,Penasser,Goldwasser Pensive,2001-11-12,Amsterdam,73053,125,M,55,172
77210,Stoneistic,Stonebraker Heuristic,2001-6-5,Yaounde,31124,30,F,41,165
77211,Volring,Volhard Admiring,2002-9-18,Roseau,24992,49,F,50,159
77212,Robirky,Robinson Quirky,1996-12-9,Sao Tome,81930,151,F,42,155
77213,Muring,Boring Murdock,2003-8-20,Vaduz,63625,100,F,55,167
77214,Mesmined,Determined Mestorf,1998-9-26,Lisbon,19448,141,F,46,167
77215,Fering,Musing Fermat,1996-12-20,Conakry,866,70,M,59,172
77216,Fuitsa,Funny Kapitsa,2007-12-21,Lome,45718,176,M,59,185
77217,Goldol,Goldberg Cool,2007-7-15,Buenos Aires,18104,7,M,59,184
77218,Flambtin,Flamboyant Austin,2000-4-28,Kuwait City,65131,92,F,46,165
77219,Eleack,Elegant Black,1997-11-22,Victoria,31747,155,F,47,167
77220,Dewhful,Youthful Dewdney,2001-5-8,Berlin,38431,65,F,54,170
77221,Inspther,Noether Inspiring,2004-8-4,Victoria,95838,155,M,61,184
77222,Haler,Happy Euler,2002-10-27,Bamako,74275,108,F,45,166
77223,Kelofy,Goofy Keller,2008-10-22,Manama,55031,13,F,49,158
77224,Stuping,Stupefied Turing,2002-12-12,San Marino,8115,150,F,43,160
77225,Roenen,Keen Roentgen,2001-8-14,Gaborone,78905,23,F,42,164
77226,Hamindly,Friendly Hamilton,2004-12-19,Vaduz,65193,100,M,65,177
77227,Dazzrana,Dazzling Khorana,2002-1-6,Andorra la Vella,57927,4,M,62,185
77228,Friedes,Rhodes Friendly,2000-2-18,Ouagadougou,65509,27,M,62,180
77229,Xenoderjee,Chatterjee Xenodochial,1999-2-24,Damascus,77376,171,F,54,167
77230,Siinci,Davinci Silly,1997-9-15,Minsk,9467,16,F,41,157
77231,Mesrsty,Mestorf Thirsty,1999-5-6,Juba,31174,163,F,44,169
77232,Dazzrke,Dazzling Clarke,2008-8-24,Beirut,82856,96,F,49,164
77233,Stuphcutt,Northcutt Stupefied,1997-12-3,Dili,12383,51,M,55,180
77234,Kemann,Neumann Keen,1998-12-17,Skopje,96073,103,F,49,168
77235,Wizaamson,Williamson Wizardly,2008-11-2,Conakry,59494,70,M,61,177
77236,Hardman,Raman Hardcore,1996-1-24,Helsinki,25328,60,F,50,155
77237,Davlible,Davinci Infallible,2002-10-17,Bucharest,95494,143,M,56,170
77238,Ledesful,Blissful Lederberg,1996-10-2,Bangui,43341,33,M,57,179
77239,Harderjee,Chatterjee Hardcore,2001-6-22,Lisbon,59517,141,M,58,184
77240,Shagant,Shannon Elegant,1997-3-28,Apia,98676,149,F,52,161
77241,Teresistic,Optimistic Tereshkova,1997-10-12,Madrid,88729,164,M,60,174
77242,Strbha,Bhabha Strange,2001-12-8,Rabat,34010,119,M,61,172
77243,Mccaepy,Sleepy Mccarthy,2007-4-18,Niamey,67421,128,F,52,170
77244,Wizatin,Austin Wizardly,2006-10-20,Dublin,53784,81,F,50,160
77245,Hather,Happy Noether,2006-4-22,Kabul,94475,1,M,65,182
77246,Agnsionate,Compassionate Agnesi,2002-12-29,Damascus,61775,171,F,53,155
77247,Golen,Zen Golick,2006-1-14,Havana,75875,44,M,56,172
77248,Lamrky,Quirky Lamarr,2005-4-24,Yaren District,83371,123,M,65,182
77249,Leaious,Leakey Gracious,1996-3-24,Basseterre,36418,146,M,55,181
77250,Chacted,Distracted Chaum,2006-6-25,Castries,31173,147,F,46,166
77251,Khaghty,Khayyam Naughty,2001-5-20,Bogota,72819,37,F,54,155
77252,Froser,Frosty Moser,1996-6-9,Bamako,20827,108,M,55,172
77253,Vibnelli,Vibrant Antonelli,1996-12-21,Yaren District,29250,123,M,57,174
77254,Montaacted,Distracted Montalcini,2001-9-26,Majuro,66533,110,M,64,183
77255,Eltical,Elion Practical,1995-3-9,Vientiane,86604,94,M,60,171
77256,Focaum,Chaum Focused,2004-4-14,Malabo,39460,55,F,42,155
77257,Frielcini,Montalcini Friendly,2002-11-4,Chisinau,99726,115,M,62,170
77258,Noeical,Noether Magical,2003-1-26,Muscat,46509,131,M,57,180
77259,Gald,Bold Gauss,2007-8-2,Andorra la Vella,58157,4,M,65,174
77260,Jepefied,Stupefied Jepsen,1998-12-4,Beijing,3157,36,F,41,159
77261,Galkara,Gallant Bhaskara,1999-7-29,Yamoussoukro,42833,42,F,41,168
77262,Meiver,Meitner Clever,1998-7-17,Paramaribo,23539,167,M,59,172
77263,Beefied,Benz Stupefied,1997-4-3,Taipei,46005,172,F,51,165
77264,Quizbhata,Quizzical Aryabhata,2004-8-2,Warsaw,68548,140,M,61,176
77265,Hoprch,Kirch Hopeful,1998-2-17,Nur Sultan,11602,87,F,52,163
77266,Epasser,Goldwasser Epic,1996-9-8,Luanda,66727,5,F,50,162
77267,Bhassty,Frosty Bhaskara,2008-10-9,Algiers,81571,3,F,42,156
77268,Mahating,Trusting Mahavira,2003-7-12,Bucharest,46806,143,M,56,183
77269,Eloqileo,Galileo Eloquent,2004-11-19,Belgrade,43808,154,M,65,185
77270,Bose,Bose Bold,2006-6-2,Antananarivo,34155,104,F,44,157
77271,Visveshing,Laughing Visvesvaraya,2005-3-19,Tbilisi,60985,64,M,59,184
77272,Samrent,Sammet Reverent,2001-5-10,Islamabad,97743,132,M,62,185
77273,Blaclant,Blackburn Vigilant,2007-8-16,Quito,71739,52,M,64,185
77274,Ferkov,Liskov Fervent,1995-1-4,Kingston,4239,84,F,44,162
77275,Goleat,Great Golick,1999-8-19,Libreville,63369,62,F,43,164
77276,Drisetent,Driscoll Competent,1999-10-17,Santiago,91405,35,M,56,181
77277,Heyrsive,Heyrovsky Pensive,2004-3-14,Lilongwe,67834,105,F,53,163
77278,Mystiyshev,Chebyshev Mystifying,1999-11-7,Libreville,86256,62,M,61,185
